"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"Benzoic acid, methyl ester"," 0.50384349"," 0.88634294"," 1.75158898","-1.75871340"," 0.47614905"," 0.93132884"," 1.93475798"," 1.28686870","-1.54880948"," 2.14633729"," 0.78465792"," 0.98404891","-0.11451486","-0.17976188","-0.04963826","-0.49821893","-0.10857294","-0.13886067","-1.82405622","-1.61906049","-1.69479050"," 0.08248546"," 0.97999166","-1.77450179"," 3.59270188"," 0.67333083"," 0.54835416","-0.68890444","-1.14962597","-1.01949141","-0.44388328"," 1.04293390"," 1.44164480","-1.37238967"," 0.64151955"," 0.60105500"," 0.87743221"," 0.68152045"," 0.25848524","-1.03408990","-1.06871665","-1.13142603","-0.86617197"," 0.52097610"," 0.37268209"," 0.19757150"," 0.50241401"," 0.61341869","-0.87569046"," 0.02848591","-0.91043323","-1.00759703"," 0.47906530","-0.32065543"," 0.16855616"," 0.11128318"," 0.26180481","-0.19147203"," 0.59360365"," 0.61436255","-1.20159877","-0.86588544","-0.87829226","-0.74041666","-1.14606449","-0.06835516","-0.48885421","-0.12277294","-0.10656053","-0.66993345"," 0.99274018"," 0.02605480"," 0.45915821"," 1.64314068","-0.44594694"," 0.15296209"," 0.45309169","-1.38819531","-0.07477721"," 0.75161607","-0.13117582","-0.33149077"
"Benzoic Acid"," 0.19054446"," 0.86299649","-0.13056969"," 3.33440640","-0.26147260","-0.11419983"," 1.20971486"," 0.72458995","-0.27979850","-0.50887127"," 0.18280540","-0.43029304","-0.22569474","-0.64022449"," 0.38215254","-0.63064475"," 0.03341043","-0.78159044"," 0.86985060"," 0.75839521"," 0.92357941","-0.30738169"," 0.19226204"," 0.01515447"," 2.99355592"," 0.53457217"," 0.33606704","-0.98124837","-1.68738403","-1.58365078","-0.82035491"," 0.26289782"," 0.91028207"," 0.93278784"," 0.26065768","-0.24013806"," 0.44810495"," 0.51455093"," 0.05940393","-1.47082295","-1.62041244","-1.62340251","-1.35711393"," 0.25092034"," 0.37344381"," 0.34547109"," 0.75683832"," 0.23959844","-1.41992515","-0.09370882","-1.31919287","-1.56377494"," 1.33825710","-0.31119964"," 0.47415012"," 1.18070762","-0.14573560","-0.48224255"," 0.45408358"," 0.55307242","-1.81216399","-1.38215862","-1.44597944","-1.07051891","-1.77351650"," 0.50128732"," 0.23748516"," 0.77234504","-0.58041961","-0.17170425"," 1.93251942"," 0.06736795"," 0.62251291"," 1.91241345","-0.38609665","-0.19823424","-0.03303323"," 0.48154973"," 0.03132878"," 1.23710563","-0.09080342","-0.71952338"
"Benzophenone"," 0.59330922"," 1.49005170","-0.42250999"," 4.05762798","-0.92148183"," 0.68834165"," 0.95190149","-0.52257986","-0.71141453"," 0.61022212"," 1.14634563","-0.58993821"," 0.29267515","-0.32625134"," 0.22484922","-0.32060598"," 0.04930499","-0.32349067"," 0.27590603"," 1.34788781"," 0.91649108"," 0.15983975","-0.73560312","-0.95647696","-0.24187945"," 1.00706035"," 0.75449489","-0.51663443","-1.13936171","-1.46199411","-0.98950164","-0.46193997","-1.43035828"," 1.76802848"," 0.68749189"," 0.60199285","-0.71715708","-1.17265157","-0.43549534","-0.86353966","-1.12140272","-1.24282943","-1.00511306"," 0.58525633"," 0.81239371"," 0.12763930"," 0.74687655"," 0.27443970","-1.44157607"," 0.63670925","-1.84952988","-1.00535563"," 1.55524587"," 0.01793467","-0.38346338"," 1.54727892"," 0.21912177","-0.06025440"," 0.09318748"," 1.15769676","-1.06274050","-1.18124653","-0.59958487","-1.29328330","-1.43431206"," 1.11452811"," 0.36664059"," 0.82057128"," 0.33855364","-0.43026276"," 1.47019163","-0.08176143"," 0.45807197"," 1.58531056","-0.35218782","-0.13008800"," 0.25820098"," 0.03647307"," 0.24969915","-1.93381936","-0.30656477"," 0.08039812"
"Benzyl alcohol"," 0.297008642"," 0.184068751","-0.009635131"," 4.510789773","-0.636501384"," 0.259877460"," 0.876046978"," 0.455365152"," 0.785220387"," 0.400881329"," 0.065533097"," 0.825930613"," 0.083595483","-0.549619356","-0.140864252","-0.845556385"," 0.395888552","-0.120668243"," 0.327121685"," 0.157397794"," 0.250177182","-0.581607643","-0.415110761"," 0.577097944"," 1.864891532","-0.490554614","-0.532069087","-0.920137993","-1.400133503","-1.442360607","-0.187858690"," 0.671549849","-0.367389678"," 2.513757200"," 0.528884733"," 0.262555563"," 0.449876852","-0.354913110","-0.697370748","-1.171914567","-0.349000760","-1.231286050","-1.174175919"," 0.108259577"," 0.008115441","-0.251183457"," 0.140052616"," 0.168188632","-1.181592719","-1.005979812","-0.992537371","-1.339091020"," 1.695247690","-0.239230886"," 0.367451124"," 1.402274779","-0.519533677","-0.669181724"," 0.191041832"," 0.684751461","-1.575443915","-1.202922366","-1.100391125","-1.206574196","-1.573889315"," 0.546811833","-0.073777628"," 0.311201354","-0.205310205"," 0.165546847"," 2.486419798"," 0.136789639"," 0.433970912"," 2.266189379","-0.496012040","-0.260321548"," 0.187593882"," 0.304461242","-0.514004780"," 0.482430151","-0.611977663","-0.192630817"
"Biphenyl"," 0.159210077"," 0.263357196"," 1.571301798"," 3.811784547","-0.422182834"," 0.337112450"," 1.308728238"," 0.642591942","-0.029408760","-0.769776639"," 0.216090002","-0.084402783"," 0.384468369","-0.416609311","-0.154031124","-1.222580578"," 0.818515848","-0.476298481"," 0.794795889"," 0.362258284"," 0.556998339","-0.536285793"," 0.061687378"," 1.188692109"," 0.607703873","-0.155667745"," 0.035109487","-0.818182836","-1.549727755","-1.347859156","-0.907530294","-0.340506814","-0.007850877"," 2.533492558"," 0.649288929"," 0.729834273"," 1.042266449","-0.164002231"," 0.032196940","-1.371856142","-1.482117845","-1.382925996","-1.225876823"," 0.102215741"," 0.218460383"," 0.087483484"," 0.611651472"," 0.350927380","-1.229835673","-0.205334769","-1.396287294","-1.487945740"," 1.396628403","-0.036744856"," 0.685835098"," 1.409461189"," 0.124039183","-0.470249709"," 0.460124241"," 0.578970246","-1.631952982","-1.188321140","-1.133126386","-1.012549930","-1.633245939"," 0.680916860"," 0.305286158"," 0.665312854","-1.091161459","-0.341528565"," 1.125728546","-1.190935363"," 0.890328779"," 1.921009826","-0.575817325","-0.342138252","-0.065637041"," 0.441898842","-0.795549838"," 1.061990032","-0.801120279"," 0.269409664"
"Butachlor ESA"," 0.131944153"," 0.221639234"," 0.117246630","-0.093640144"," 0.310389391"," 0.641143418"," 1.004282637"," 0.517903990","-0.025219632","-0.145052420"," 0.666618033"," 0.182956502"," 0.002810727"," 0.311535064"," 0.366211479"," 0.191537058"," 0.732368767","-0.941738533","-0.891022562","-0.373717763"," 1.070657173","-0.169709305","-0.056209953","-0.892779143","-0.889091636"," 0.863052653"," 0.420470778","-0.945715231","-0.953619827","-0.948197265"," 5.399672277","-0.931149933"," 0.033452090","-0.891022562"," 0.830541143"," 0.242629777","-0.915035215"," 1.288784905"," 2.153885718"," 0.752866975","-0.955034386"," 0.099837092","-0.941085888"," 0.556843607"," 0.701295304"," 1.329787867","-0.887506005"," 1.058016098","-0.176573300","-0.938411775","-0.942573329","-0.946901055"," 0.693838700","-0.516111633"," 0.790455101"," 0.335553769","-0.880727624"," 0.863167982","-0.892152936"," 2.165228888","-0.952872789","-0.940968581","-0.939912868","-0.954278618","-0.950946076","-0.891022562","-0.906121171","-0.279643219","-0.915862052"," 0.141996515","-0.891022562","-0.357040813"," 1.044864814","-0.909768959","-0.458348599","-0.311473876","-0.415952173","-0.843636794"," 0.211813630"," 1.099491027"," 0.707340794","-0.195260993"
"Butanedioic acid","-1.14171210"," 1.17657878"," 0.70378618"," 0.04300940"," 0.87267662"," 1.02976728"," 1.63066334"," 0.69552188","-1.28331821","-1.25389635"," 0.86566355"," 1.18220332"," 1.03521539","-0.19927476","-0.11471225","-0.17446855"," 0.01726394","-0.61302660","-1.35889810"," 1.85874057","-1.00064531"," 1.14169742"," 1.04158451","-1.01732515","-0.75164019"," 1.13664317"," 1.57542679","-0.67640816","-1.26328848","-0.95601018","-0.33822253","-1.42468228"," 0.21266795"," 0.54981313","-1.26908786"," 1.73787535","-0.44399498"," 1.42407108"," 1.01115855","-0.89879035","-1.33080356","-1.17942903","-1.02209426","-1.03532054"," 0.72625167"," 0.57567874"," 1.16356185"," 0.65753809","-1.02026363","-0.21661457","-0.95714150","-1.05143711"," 1.17203811","-1.02473788"," 1.17529104"," 1.09313613","-1.27869744","-1.32914112","-1.31735438"," 0.01361189","-1.26421386","-1.10886815","-0.87857291","-0.89988707","-1.24263683"," 1.12946417"," 0.49039513"," 0.74935884"," 0.08144300"," 0.43441323"," 1.74682048"," 1.15606026"," 1.00495777","-0.45557509","-0.43606611","-0.51374689","-0.44330228"," 1.18317406"," 0.34299787"," 0.52739360"," 0.28240255","-0.46271004"
"Butylmethylamine"," 0.039390802"," 1.495086081"," 1.646197402"," 1.143497241","-1.506600585","-0.571476161","-0.164365625"," 1.092265679"," 0.773780799"," 1.542391314"," 0.975489377"," 2.079470394","-1.399334460","-0.531106434","-0.592169195","-0.386144037","-0.797686782","-0.294153583"," 0.669225598","-1.113376084"," 0.542386002","-0.963249483","-0.105251483","-1.134023380"," 1.268384774","-0.438440294"," 0.116801717","-0.749677620","-1.129337088","-0.959178891","-0.765748909","-0.396369325"," 0.025837251","-1.041538315"," 0.168416412"," 0.102887259"," 1.143089331"," 0.019279947","-0.306925713","-1.561147265","-0.759073039","-1.582561204","-1.198769910"," 0.070167195","-0.300734549","-0.159231098"," 0.442146836"," 0.592383468","-0.998409999","-1.260223993","-0.694999736","-1.047885483"," 0.793833171"," 0.616247508"," 0.566887774"," 0.671690220"," 0.210116002","-0.727467298"," 0.086352108"," 0.674437363","-1.162683882","-0.791714118","-0.972936539","-1.000050906","-0.920664845"," 1.160045106","-0.683266445"," 0.772157615"," 0.598108660","-0.493088142"," 3.660352279"," 0.718986474"," 1.164568427"," 2.900947778","-0.312698314","-0.225438129"," 0.710725289"," 0.058787737"," 0.095984852"," 0.628248428","-0.005561557"," 0.167708227"
"Butyric Acid","-0.208138125"," 0.276166451"," 1.483395983"," 1.913887591"," 0.357037664","-0.228785369"," 0.528486298"," 0.639869179","-0.321638975","-0.279955820"," 0.316592206"," 0.515415852"," 0.086948134","-0.456356247","-0.017997520","-0.868727560"," 0.292089953","-0.415132461"," 0.351065917"," 0.468701347"," 1.178088067","-0.017661360","-0.655847253"," 0.199954542"," 2.878758659"," 0.253857490"," 0.244823740","-0.854016701","-1.774030583","-1.138594913","-0.779458341","-0.101663835","-0.445280422"," 1.460953854"," 1.211918044"," 0.909059297"," 0.853587913"," 0.712256504","-0.749391081","-1.558741625","-1.726829256","-1.628558054","-1.133804538"," 0.799844198"," 0.443728771"," 0.321795835"," 0.887095532"," 1.084286323","-0.980659606","-0.398658373","-1.162835137","-1.668504574"," 1.586391202","-1.468066225","-0.158398933"," 1.417900549"," 0.203164335","-0.188401503"," 0.537197706","-1.144640643","-1.811807384","-1.255591383","-1.244716474","-0.982720897","-1.841580700"," 0.954942258","-0.181970248"," 0.369149746","-0.108488459","-0.550885908"," 1.415932420"," 0.808101926"," 0.457393917"," 0.792464181","-0.814786501","-0.004730257"," 0.098998723"," 2.498780499","-0.712034147"," 0.464541556","-0.521157394"," 0.286620427"
"Chlorobenzilate","-0.28870396"," 0.16194875"," 0.41772635","-0.28633380","-0.28829702","-0.28824419","-0.28495082","-0.28519516","-0.07975716","-0.06334648"," 3.28627716","-0.03105673","-0.28885294"," 4.36777278","-0.28849032","-0.28957145","-0.28961140","-0.29103169","-0.28676149","-0.28519516"," 0.71938130","-0.28870396","-0.28829702","-0.24473910","-0.23736400","-0.28544291","-0.28686159","-0.29136652","-0.25724570","-0.29157550","-0.27175010","-0.00217832"," 0.16942445"," 0.60328867","-0.28742032"," 6.62484411","-0.28878332"," 0.57089873","-0.28817353","-0.23429802","-0.29215118"," 0.13158153","-0.19590486"," 0.28611427","-0.28849304","-0.28740315","-0.28646541","-0.28767004"," 0.63408022","-0.29075158","-0.29110198","-0.29146636","-0.28721481","-0.28658426","-0.28649307","-0.28616167","-0.28589468","-0.28771209","-0.28685667","-0.28922442","-0.16140306"," 0.39080052","-0.29087797","-0.29208754","-0.16904896","-0.28676149","-0.28803277","-0.28971320","-0.28885294","-0.28795783","-0.28676149","-0.28568165","-0.28372816","-0.28833991","-0.29027237","-0.28987693","-0.28914602","-0.28277170","-0.28771974","-0.28291888","-0.28806306","-0.28697420"
"Cholesterol","-0.53342360"," 0.24755369"," 0.39019030"," 2.30590816","-0.24097559","-0.15422975","-0.44563675","-0.17669258","-0.53342594"," 0.12975607","-0.53342101"," 0.22499119","-0.39263390","-0.37028426","-0.40094889","-0.14963660","-0.07393882"," 1.71471775"," 0.02634798","-0.13333242"," 0.10505122"," 0.03083742"," 0.17100895"," 0.43552403"," 2.38906133","-0.50459869","-0.25584408","-0.40774177","-0.49910501","-0.45008604"," 0.28028107"," 1.73261910","-0.26287620"," 5.93078382","-0.46764536","-0.45449153","-0.04060746","-0.39080181","-0.51537439","-0.53324981","-0.50299589","-0.41306684","-0.35736131","-0.27284999","-0.33311902","-0.52530682","-0.49289879","-0.51167413","-0.49840221","-0.53338715","-0.33554529","-0.05603535"," 3.58693942","-0.53341750","-0.20830221"," 0.38914379","-0.41146329","-0.45743172","-0.39336094","-0.53342509","-0.53339751","-0.30029651"," 1.93202396","-0.53307872"," 0.01279026","-0.24424658","-0.53342167","-0.05160159","-0.50069200","-0.53088184","-0.03114264","-0.49532360","-0.34304011"," 1.12418940","-0.02553044","-0.07893905","-0.53342487","-0.29007403","-0.44771165","-0.53137198","-0.49368099","-0.37081736"
"cis-2-Decenoic acid","-0.37153264"," 0.66562389"," 0.84992573"," 0.72717410"," 0.43179991","-0.36879008"," 0.03550327"," 0.30121285","-0.37638450","-0.36652927","-0.36615758","-0.36223737","-0.37242129","-0.36910521","-0.37025826"," 0.39191151","-0.37694559"," 1.32635658","-0.35994569"," 0.51573433","-0.36404565"," 0.51231055","-0.36910521"," 1.20481099","-0.35897588","-0.35208023"," 0.35426667","-0.38741502","-0.39138509"," 0.04661710"," 1.65584157","-0.38009961","-0.35966407","-0.35994569","-0.36387565","-0.35994569","-0.37200601","-0.35424448","-0.36836856","-0.38837712","-0.39209555"," 0.17145369"," 0.34242103","-0.36362043","-0.37027450"," 5.23023335","-0.35817950","-0.36536523","-0.38509942","-0.38374687","-0.38583700","-0.31725761","-0.36264973","-0.35888849","-0.35834448","-0.35636767","-0.35477506","-0.36561606","-0.36051341"," 4.75506262","-0.39100989","-0.38503102","-0.38450079","-0.39171597","-0.39004221","-0.35994569","-0.36752895","-0.37755284","-0.37242129","-0.36708195","-0.35994569","-0.35350435","-0.34185161","-0.36936104","-0.38088836","-0.37852952","-0.37416954"," 3.68690345","-0.36566168","-0.33702421","-0.36770961","-0.36121452"
"Citramalic acid"," 0.79885089"," 0.49678895"," 0.13586898","-0.69368873"," 0.45087777"," 0.42807579"," 1.15865304"," 1.14634791","-0.34953044","-0.46863238"," 0.61897900","-0.20570879","-0.42760797"," 0.93282850"," 0.29185822"," 0.69514443","-1.17971179","-0.70983954"," 1.52225981"," 0.40029300","-0.39963821","-0.13796782"," 0.21425991"," 0.23853533","-0.02461970","-1.61069984"," 1.81757246"," 0.67119483","-1.68968702","-0.28278562","-0.81935656","-1.46123052","-0.55013708","-0.67347732"," 2.32516303","-0.31473157","-0.34596344","-0.02084141"," 0.69264103","-0.32216806","-1.32006984","-1.20116937","-0.75251932","-0.97967677","-0.40570461"," 0.21978328","-1.62295696","-0.07798604"," 0.21137279","-1.33494022","-0.87869639","-1.04880588"," 1.07262566"," 2.03827297"," 1.06089956"," 1.97007878"," 0.90693469"," 0.87113441"," 0.26481340"," 0.26936632","-1.19100879","-1.67691786","-1.67585230","-0.07001330","-1.36891004"," 0.46636058"," 0.62633664"," 0.25492384","-1.65157731"," 0.37610796"," 1.03050378"," 1.79031644"," 0.41631278"," 0.89504732"," 0.68063102","-1.66385242"," 0.35032890"," 1.57726917","-1.63799317"," 0.71472278"," 0.53346341","-0.38712496"
"Crotonic acid"," 0.031334654"," 0.971529178"," 0.921180498"," 2.026196091","-0.013033895"," 0.285476802","-0.030536894"," 0.264227467","-0.363336818"," 1.357010030"," 0.073380376"," 0.319663288","-0.365371000","-0.444299803","-0.111145380","-0.571535471"," 0.129431705","-0.187638590"," 0.291969312"," 0.566273476"," 0.860043128"," 0.221944916"," 0.347283549"," 0.773139237"," 1.602674632"," 0.163747898"," 0.126096353","-1.061041220","-1.773615888","-1.384486919","-1.772526433"," 0.608928705"," 0.407371776"," 2.453145301"," 0.613515929"," 0.303852101"," 0.757381959"," 0.555998509","-2.168213078","-1.463331159","-1.413481793","-1.381041801","-1.277418100"," 0.346868931"," 0.248500883"," 0.158486533"," 0.343638585"," 0.439579152","-1.285989570","-0.761048024","-1.500904876","-1.579051230"," 0.809173800","-0.206323217"," 0.402556943"," 0.922268625","-0.090957617","-0.767180106"," 0.516147433"," 2.533528681","-1.719165920","-1.336369425","-1.168814608","-1.095915155","-1.645218027"," 0.269980523"," 0.048780594","-0.048329138"," 0.106085115","-0.326319095"," 2.273266494"," 0.227663152"," 0.904241685"," 1.611430840","-0.221898367","-0.075110067","-0.319018708"," 0.967823351","-0.006403097"," 0.906083438","-0.326317961","-0.806513180"
"Curcumin","-0.369838441"," 0.755307721"," 1.087949425"," 2.559971641"," 0.130142111"," 0.192200004"," 0.356321054"," 0.779280533","-0.231965111","-1.082558427"," 0.275663701","-0.121853255"," 0.279182526","-0.493094564","-0.144800259","-0.396015323","-0.056923477","-0.524976630"," 0.074742074","-0.156192604"," 0.613968557","-0.117217275"," 0.003262090"," 0.484656039"," 2.287465330"," 0.419661735"," 0.495637735","-2.099636750","-0.089787475","-0.555909050","-2.061495109","-0.750478831"," 1.220139987"," 1.645187759"," 0.726738350"," 0.392154496"," 0.673610599"," 0.003674085"," 0.217562898","-2.103818355","-2.119979814","-2.113873442"," 0.587781817"," 0.447494416"," 0.358970260"," 0.487209383"," 0.764464130"," 0.586606534","-2.089572436","-2.083693817","-2.092778198"," 0.022443122"," 0.515421994"," 0.258840095"," 0.726363814","-1.107060845"," 0.014837970","-2.004891710"," 0.593247707"," 1.050222058"," 0.398579158"," 0.319255984"," 0.689916560","-2.118330025","-0.510248050"," 0.350721970","-1.119942516"," 0.897765800","-0.001205073"," 0.172735348"," 1.371910477"," 0.389277451"," 0.523691465"," 1.150108758","-0.747910531"," 0.187817276","-0.357121011"," 0.247008131"," 0.040674575"," 0.608196356"," 0.121821995"," 0.265303350"
"Cyclobutylamine","-0.19820650"," 0.51181382"," 1.04947682"," 3.03840106","-0.04175151"," 0.20770873"," 0.55517794"," 0.61280327","-0.55410229"," 1.07862577"," 0.03856396"," 0.25519586"," 0.20562496","-0.51446367","-0.21055012","-0.71580976"," 0.25895320","-0.58300182"," 0.01651505"," 0.17803074"," 0.77592742","-0.34627593"," 0.47641878"," 0.28543630"," 3.01853655"," 0.31017668"," 0.25544385","-0.80619529","-1.83223321","-1.55535936","-0.44614999"," 0.64420173"," 1.18329761"," 1.52230857"," 0.61462182"," 0.06550097"," 0.38153254"," 0.33932553"," 0.03082986","-1.71722239","-1.68551112","-1.48973925","-1.31035990"," 0.10215089","-0.06827288","-0.03900702"," 0.25836040"," 0.39504103","-1.03172259","-1.31986337","-1.49530253","-1.62916073"," 1.13092564","-0.10837242"," 0.19940457"," 1.44959841","-0.07064300","-0.49349354"," 0.28418478"," 0.62856345","-1.85021921","-1.46416118","-1.41249362","-1.27440592","-1.92169757"," 0.71897655"," 0.04497152"," 0.26901248"," 0.31664704","-0.06379489"," 1.67811816"," 0.43880209"," 0.60566190"," 2.26017699","-0.56349709","-0.34782678","-0.47081640"," 0.26861350"," 0.02435106"," 0.68330463","-0.10319840"," 0.06756681"
"Cyclocurcumin","-0.24857976","-0.24857982","-0.24857923","-0.20460333"," 0.13572206","-0.24857957","-0.24857820","-0.24857830","-0.24858010"," 0.42621035"," 3.44348928","-0.24857911","-0.24857982"," 0.22744942"," 0.47264985","-0.21047950"," 0.75269432"," 0.62029093","-0.24857895","-0.24857830","-0.24857924","-0.24857976","-0.24857959"," 1.43860983","-0.24857888","-0.24857840","-0.24857899","-0.24858087","-0.16548253","-0.24858096","-0.19268579","-0.24858036","-0.06355707","-0.24857895","-0.24857923","-0.24857895","-0.24857979","-0.24857855","-0.24857954"," 0.66355138","-0.24858120"," 0.32412012","-0.24857495","-0.24857921","-0.24857967","-0.24857922","-0.24857883","-0.24857933","-0.23549420","-0.24858061","-0.23239947"," 0.20621280","-0.24857914","-0.24857888","-0.24380848","-0.24857870","-0.24857859","-0.24857935","-0.24857899","-0.24857998","-0.24858112","-0.24858070","-0.18733168","-0.24858117","-0.24121574","-0.24857895","-0.24857948","-0.24858018","-0.24857982"," 7.81068382","-0.24857895","-0.24857850","-0.24857769","-0.22719984","-0.24301361","-0.24858025","-0.24857995","-0.23798274"," 0.08401233","-0.24857735","-0.24857949","-0.24857904"
"Cycloheptanol"," 0.19657338","-0.01537129"," 0.46842217"," 2.15214855","-0.31664562","-0.06498384","-0.45456221"," 1.18841595"," 0.19183167"," 0.27395962"," 0.52807269"," 1.36087516","-0.11526592","-0.41092626","-0.24409464","-0.82059624"," 0.40291815","-0.37563156","-0.32719554","-0.14177256","-0.11011119","-0.13654753"," 0.30102610"," 0.17700169"," 1.03492568","-0.42124461","-0.06192401","-0.49367331","-0.90129182","-0.95560563","-0.46423578"," 0.23048437","-0.31837640"," 1.53257966","-0.52782949","-0.17034297","-0.34533153","-0.11451724","-0.43952073","-0.85055771","-0.97808476","-1.00598385","-0.59472817","-0.74966544","-0.58458531","-0.58229318","-0.68472532","-0.93272244","-0.74539465","-1.01780268","-0.84991936","-0.82149706"," 4.28731538","-0.65675671","-0.24666040"," 1.30746915","-0.45469782","-0.39661402","-0.84975456"," 1.15500056","-1.05238175","-0.72090651","-0.55441931","-0.96858341","-0.99479568"," 1.05044350","-0.21917481"," 1.70511168"," 1.23416040","-0.56488601"," 1.50010490"," 0.04204030"," 0.04671194"," 0.73725928","-0.61994883","-0.63108273","-0.31412375"," 1.69327753","-0.45093096"," 3.81748225","-0.70602341"," 0.93168679"
