"","Feci_LPS_2.5H_944_26022024","Feci_LPS_2.5H_945_26022024","Feci_LPS_2.5H_946_26022024","Feci_LPS_2.5H_947_26022024","Feci_LPS_2.5H_948_26022024","Feci_LPS_2.5H_949_26022024","Feci_LPS_2.5H_950_26022024","Feci_LPS_2.5H_953_26022024","Feci_LPS_24H_954_26022024","Feci_LPS_24H_955_26022024","Feci_LPS_24H_956_26022024","Feci_LPS_24H_957_27022024","Feci_LPS_24H_958_26022024","Feci_LPS_24H_959_26022024","Feci_LPS_24H_961_27022024","Feci_LPS_24H_962_27022024","Feci_LPS_24H_963_27022024","Feci_LPS-24H960REP_01032024","Feci_Vecpac-CRE_3296_01032024","Feci_Vecpac-CRE_3303_01032024","Feci_Vecpac-CRE_3304_01032024","Feci_Vecpac-CRE_3305_01032024","Feci_Vecpac-CRE_3306_01032024","Feci_Vecpac-CRE_3318_01032024","Feci_Vecpac-CRE_3328REP_01032024","Feci_Vecpac-CRE_3330_01032024","Feci_Vecpac-CRE_3334_01032024","Feci_Vecpac-CRE_3335_01032024","Feci_Vecpac-CRE_3347_01032024","Feci_Vecpac-CRE_3352REP_01032024","Feci_Vecpac-CRE_3355REP_01032024","Feci_Vecpac-CRE_3356_01032024","Feci_Vecpac-CRE_3370_01032024","Feci_Vecpac-CRE_3664_29022024","Feci_Vecpac-CRE_3665_29022024","Feci_Vecpac-CRE_3689_29022024","Feci_LPS_CTRL_934_23022024","Feci_LPS_CTRL_935_23022024","Feci_LPS_CTRL_936_23022024","Feci_LPS_CTRL_937_23022024","Feci_LPS_CTRL_938_26022024","Feci_LPS_CTRL_939_26022024","Feci_LPS_CTRL_940_26022024","Feci_LPS_CTRL_943_26022024","Feci_LPS-CTRL_941REP_01032024","75_feci_100322","100_rep_110322","101_rep_110322","102_feci_100322","103_rep_110322","104_feci_100322","105_rep_110322","106_110322","Feci_DSS-T0_896_27022024","Feci_DSS-T0_897_27022024","Feci_DSS-T0_T0.5_27022024","Feci_DSS-T0_T0.6_27022024","Feci_DSS-T0_T0.7_27022024","Feci_DSS-T0_T0.8_27022024","81_feci_100322","83_feci_20_81","84_feci_100322","108_rep_110322","109_110322","110_110322","113_110322","Feci_DSS-T1_111_27022024","Feci_DSS-T1_B901_27022024","Feci_DSS-T1_B902_27022024","Feci_DSS-T1_T1.5_27022024","Feci_DSS-T1_T1.6_27022024","Feci_DSS-T1_T1.7_27022024","Feci_DSS-T1_T1.8_27022024","88_feci_100322","89_feci_100322","115_110322","116_110322","118_110322","120_110322","121_REP_140322","122_110322","Feci_DSS-T3_90_28022024","Feci_DSS-T3_91_28022024","Feci_DSS-T3_906_28022024","Feci_DSS-T3_907_rep_28022024_2","Feci_DSS-T3_T3.6_28022024","Feci_DSS-T3_T3.7_28022024","Feci_DSS-T3_T3.8_28022024","70_feci_09032022","96_feci_100322","97_rep110322","124_110322","125_110322","126_110322","129_110322","Feci_DSS-T5_128_28022024","Feci_DSS-T5_B911_28022024","Feci_DSS-T5_B912_28022024","Feci_DSS-T5_T5.5_28022024","Feci_DSS-T5_T5.6_28022024","Feci_DSS-T5_T5.7_28022024","Feci_DSS-T5_T5.8_28022024","Feci_Vecpac-WT_3297REP_01032024","Feci_Vecpac-WT_3371REP_01032024","Feci_Vecpac-WT_3302_29022024","Feci_Vecpac-WT_3307_29022024","Feci_Vecpac-WT_3319_29022024","Feci_Vecpac-WT_3329_29022024","Feci_Vecpac-WT_3336_29022024","Feci_Vecpac-WT_3337_29022024","Feci_Vecpac-WT_3353_29022024","Feci_Vecpac-WT_3354_29022024","Feci_Vecpac-WT_3369_29022024","Feci_Vecpac-WT_3673_28022024","Feci_Vecpac-WT_3674_28022024","Feci_Vecpac-WT_3675_28022024","Feci_Vecpac-WT_3677_28022024","Feci_Vecpac-WT_3678_28022024","Feci_Vecpac-WT_3679_29022024","Feci_Vecpac-WT_3680_29022024","Feci_Vecpac-WT_3681_29022024","Feci_Vecpac-WT_3687_29022024","Feci_Vecpac-WT_3688_29022024"
"Guanidine, N,N-dimethyl","-0.2085399978","-0.1201383948","-0.2166114297","-0.2700858433","-0.2277042781"," 0.0738433653","-0.2485834463","-0.2264900293","-0.2722078165","-0.1155072955","-0.2022812954","-0.2160611619","-0.3562974098","-0.0817485729","-0.0831981902","-0.3688598263","-0.2107214038","-0.2681475156","-0.2302897836","-0.1862578987","-0.2838799640","-0.2359604978"," 0.1947253371"," 0.0630175076","10.2164105107","-0.2650596177","-0.1384091843","-0.2621278173","-0.3509549763","-0.0034874508","-0.0994180298","-0.1576843908","-0.2385886109","-0.1201495074"," 0.2189793686"," 0.4425532229"," 0.1435978881"," 0.0460056125","-0.0646742715"," 0.0129320598","-0.1337292059","-0.2865231282","-0.2872163870","-0.0871643721"," 2.0809443531","-0.3581791736","-0.4303346201","-0.4178019584","-0.2795119056","-0.3892703894","-0.3287443954","-0.2973700734","-0.4186671398","-0.2845293638","-0.2420532392","-0.2892200225","-0.3071566162","-0.2662196158","-0.2996433443","-0.2093759091","-0.0652296271","-0.2386038140","-0.3110898896","-0.2364904676","-0.2557800232","-0.0932752637","-0.1580252945"," 0.1551020812"," 0.0024870950"," 0.2485573370"," 0.0236262822","-0.1453922534","-0.1274290603","-0.0114705119"," 0.1722177688"," 0.1589896930","-0.2916517456","-0.1732571222","-0.1944885826","-0.2414800634","-0.1511682974"," 1.0448441216","-0.1145660116"," 0.2136373272"," 0.5975647402"," 0.0790037119","-0.3289539137","-0.0891022359","-0.1712091317","-0.2325167583","-0.4008548682","-0.3216051467","-0.3348246040","-0.2529306138","-0.3272054129"," 0.1692089696"," 0.5541396060"," 2.1448126958","-0.0506715280","-0.0078419273","-0.3121975853"," 0.1403323911"," 0.5402289972"," 0.6880201659","-0.2930481008","-0.1472468605","-0.2789703619","-0.1210917089","-0.1790736441","-0.2665858490","-0.3087399095"," 0.2610400122","-0.0891648654","-0.2315811251","-0.0773898922"," 0.1203567991","-0.1911795871","-0.1561457126","-0.3665116807","-0.0004977957","-0.0929405657","-0.2474110505","-0.1774517891"
"Gulonic acid, gamma-lactone"," 1.050211155","-0.480189648"," 0.559692912","-0.479635112","-0.056334308","-0.481452690"," 0.013911311","-0.268832441"," 0.413038708"," 0.037398103"," 0.791298726"," 0.002409825","-0.050361592","-0.148856759","-0.455907563","-0.479879258","-0.479639209","-0.478117660"," 0.652717838","-0.264835296","-0.479950674","-0.483207527","-0.482209064","-0.479009963","-0.469990099"," 1.634963172","-0.479681372","-0.478538696"," 0.866750513","-0.476152230","-0.477909979","-0.479113779","-0.480050718","-0.478288242","-0.475816970","-0.481211678"," 0.565325718"," 0.463912540"," 0.881803492"," 0.223964182"," 0.834535060","-0.480043013"," 0.956862471"," 1.051695401"," 0.114716682","-0.304088805"," 0.590262386"," 0.038855938","-0.039199527"," 0.056900484","-0.111942771","-0.174529629"," 1.173886373","-0.480337550","-0.480556113","-0.480332557","-0.481099218","-0.480705247","-0.480932363","-0.477639648"," 0.590065115"," 0.094337677","-0.481869830","-0.479479563","-0.481759863","-0.181844792","-0.477590900","-0.474115771","-0.478951554","-0.477056149","-0.474601727","-0.479825447","-0.477319792","-0.478907977","-0.480303033","-0.481013430","-0.482298632","-0.482438116","-0.481086899","-0.479913583","-0.162149008","-0.473448147","-0.477451277","-0.474851114","-0.474734676","-0.479350782","-0.478906166","-0.479330843"," 0.417689015"," 0.163108145","-0.477388493"," 1.504712620"," 0.048501010"," 0.235395575","-0.474359745","-0.478620351","-0.478453640","-0.481440233","-0.480409880","-0.478880697","-0.480630967","-0.477518542","-0.478267919","-0.481173847","-0.220516448","-0.268934846","-0.478163010","-0.477906317"," 2.713024228","-0.479126117","-0.477748557","-0.479648922","-0.476896121"," 3.030476000","-0.477056556"," 3.199854439","-0.477377202","-0.477967173"," 6.062197626","-0.478595500"," 4.173637769"," 2.934885379","-0.478738467"
"Heptadecanoic acid","-0.2509799674","-0.0729919812","-0.0438636342","-0.1365031414","-0.1450491703"," 0.2659252629","-0.2576577682","-0.1426659117","-0.1631434061","-0.0005250981","-0.1115894424","-0.0887356654","-0.2529601544","-0.0500462201","-0.1036822452","-0.3429909778","-0.1890222414","-0.1108714725","-0.3078002206"," 0.8965226012","-0.2191441078","-0.1792228107"," 0.0082305342","-0.0229688580"," 9.7326797765"," 0.1681434752","-0.2153080683","-0.2380488450","-0.3332678776"," 0.1013442884","-0.0151244604"," 0.3221970321","-0.2663166046","-0.3200791698","-0.0933518983"," 0.3372328701"," 0.0328345443","-0.0466513732","-0.0496893111","-0.0939747336","-0.0788975405","-0.2606394843","-0.2680779197","-0.0859762034"," 0.9450392215","-0.4966602337","-0.6212510591","-0.6771953536","-0.5208928087","-0.5934271945","-0.5874896633","-0.5502717721","-0.2819895466","-0.4247222818","-0.4050684953","-0.3903801281","-0.4665320494","-0.3892810846","-0.4453532825","-0.3642503971","-0.4540189101","-0.4408969798","-0.5490121328","-0.4063949620","-0.3763237446","-0.3451694280","-0.0645861936"," 0.1755233115","-0.0562455021"," 0.0623227722"," 0.2225450102","-0.1303718258"," 0.1869786395","-0.2875368716","-0.2496090450"," 1.6073969972","-0.1060189880","-0.2187396553","-0.2487871005"," 1.9063821196","-0.4137187891"," 0.6991437762","-0.0271295868"," 0.3376821305"," 0.4499744073"," 0.6769608334","-0.2311270101"," 0.0370579282","-0.2862431509","-0.5500685563","-0.5300526364","-0.5261605484","-0.5254387973","-0.4730498735","-0.5061071352"," 0.1312995333"," 0.2466744703"," 2.7320802709"," 0.0942010564"," 0.1250630371","-0.3362544150"," 0.0515537504"," 0.7891980574"," 0.1066688561","-0.3577193217","-0.2402076932","-0.1700076617","-0.1765318473","-0.3080334832","-0.3317910149","-0.2155033898"," 0.2280952607"," 0.1185299732","-0.1362587701"," 0.0512732826"," 0.4774772563"," 0.0362201440","-0.1641048547","-0.2857721785","-0.1256761502","-0.3044917271","-0.2004178302","-0.2322913847"
"Hexacosanoic acid","-0.292469631","-0.291921248"," 3.310124184","-0.289216524","-0.292827769","-0.298081680","-0.292340183","-0.292706723","-0.291343666"," 1.892309360","-0.289597487","-0.294947812","-0.291661267"," 0.481616088","-0.282697754","-0.290407336","-0.289236509","-0.281815220","-0.286580295","-0.284290476","-0.290755664","-0.306640820","-0.301770858","-0.286167391","-0.242173406","-0.285105434","-0.289442157","-0.283868804","-0.288728766","-0.272228923","-0.280802269","-0.286673749","-0.291243623","-0.282647226","-0.270593710","-0.296906154","-0.286118083","-0.282907820","-0.280803030","-0.280709061","-0.286862519","-0.291206043","-0.289707537","-0.288964427","-0.296928311"," 0.006541575","-0.073150938","-0.300761629"," 0.046257983","-0.037307726","-0.297998194","-0.060719112","-0.014676075","-0.292642634","-0.293708665","-0.292618281","-0.296357637","-0.294436060","-0.295543810"," 0.061480752","-0.299498492","-0.052806897","-0.110229002"," 0.057680283","-0.100707757","-0.020776205","-0.279245975","-0.262296189","-0.285882501"," 4.039962944","-0.264666414","-0.290144874","-0.277923657"," 0.051878876","-0.006063596"," 0.372302034","-0.019001737","-0.302888053"," 0.028238628"," 0.530145601","-0.290260976","-0.259039881","-0.278564969"," 5.348468195","-0.265314870"," 3.013186226","-0.285661124","-0.287732467","-0.005067227","-0.054289212","-0.028743819","-0.300152468","-0.300043044","-0.294378650","-0.077428487","-0.284267073","-0.283453950","-0.298020923","-0.292995422","-0.285536901","-0.294073764","-0.278893048","-0.282548101"," 6.701530491","-0.286226002","-0.279112201"," 0.209129329","-0.280784405","-0.293209153","-0.286733927","-0.280014937","-0.289283885"," 0.035503552","-0.279940508","-0.276639736","-0.268862253","-0.278203669","-0.281081228","-0.285874212"," 0.553535923","-0.285143504","-0.283323377","-0.284843178"
"Hexadecanoic acid, 4-hydroxybutyl ester","-0.471594375","-0.471410715","-0.472648687","-0.470504872","-0.471714320","-0.037446339","-0.471551021","-0.471673780","-0.471217276","-0.470671835","-0.470632460","-0.472424347","-0.471323645","-0.099655314","-0.468321660","-0.470903688","-0.244069311","-0.468026089","-0.347031222"," 0.067995634","-0.236854252","-0.385437794"," 2.095389179"," 1.566202004"," 2.009227931","-0.308656484","-0.071183276","-0.433706519","-0.380379438","-0.393678990","-0.352223219","-0.074189522","-0.271238854","-0.269474821","-0.464267874","-0.473080218"," 0.396417849","-0.295159207","-0.024497447","-0.467655623","-0.381825860","-0.471171185","-0.470669317","-0.470420441"," 7.547884776","-0.471454870","-0.472293831","-0.474371462","-0.469197362","-0.473136745","-0.473445955","-0.472512881","-0.472753913","-0.471652316","-0.472009342","-0.074442962","-0.472896513","-0.472252955"," 0.019400639","-0.467245248","-0.473948422","-0.472504694","-0.474155321","-0.470250779"," 0.276052301"," 0.523117774","-0.467165618","-0.461488938","-0.469388269"," 0.005104623","-0.462282754","-0.470815787"," 1.187759867"," 0.489303193"," 0.745942024"," 1.052732411"," 0.281307140"," 0.558784378"," 0.214177447"," 0.419582104"," 0.210780493"," 1.734351818","-0.466937542"," 0.512947503"," 2.791409191","-0.470040414","-0.119403073"," 2.121006941","-0.470825419"," 0.207163474","-0.178628738","-0.474167446","-0.474130799","-0.472233728","-0.234364560","-0.159199166"," 0.814785251"," 1.777089776"," 0.322440323","-0.469272523"," 0.437744304","-0.467047419","-0.145804939"," 3.827220319","-0.415197508"," 0.027684959","-0.375420397","-0.091050933","-0.295285431","-0.182558450","-0.245589687","-0.259805276","-0.282128972","-0.467398226","-0.466292759","-0.463687989","-0.466816538","-0.467780266","-0.377758885"," 0.593454604","-0.192876500","-0.281668582"," 0.019170173"
"Hexadecanoic acid, ethyl ester","-0.199242081","-0.130421124","-0.162180513","-0.172177897","-0.203080067"," 0.160227999","-0.231456706","-0.136266786","-0.196320960","-0.065923616","-0.151360365","-0.181187788","-0.255190858","-0.060655942","-0.114256906","-0.283504074","-0.182421377","-0.216425638","-0.258218371","-0.180579096","-0.212746018","-0.204877854"," 0.251617817"," 0.055367534"," 7.643296690","-0.226511030","-0.155650333","-0.199710071","-0.300582687"," 0.021592839","-0.025570625","-0.175263725","-0.222132132","-0.134809102"," 0.027842425"," 0.446978553","-0.039557393","-0.104990175"," 0.058371330"," 0.021220045","-0.085416095","-0.233220685","-0.235180642","-0.110830114"," 1.760989629","-0.474983662","-0.658268303","-0.484381229","-0.434346139","-0.477519938","-0.485611437","-0.659004284","-0.473698556","-0.293073549","-0.283096674","-0.293825111","-0.333006741","-0.327506114","-0.290959915","-0.641305703","-0.396113803","-0.405853272","-0.664522674","-0.326012457","-0.426092318","-0.340526009","-0.020190608"," 0.223260606"," 0.139838626"," 0.110629927"," 0.310161718","-0.006639515"," 0.241971741","-0.337803990","-0.160480164"," 6.715485708","-0.398241495","-0.357559558","-0.288181325"," 0.067004281","-0.392297194"," 0.637175819"," 0.027101342"," 0.104625172"," 0.209127519"," 0.060081718","-0.225070941"," 0.009315023","-0.653334624","-0.416824663","-0.639927262","-0.457918311","-0.412044534","-0.658066364","-0.413940834","-0.043870453"," 0.211254797"," 2.192149254"," 0.032395313"," 0.010145700","-0.276230403"," 0.048758782"," 0.551695736"," 0.553112249","-0.245278135","-0.094424307","-0.202930406","-0.095796894","-0.115536870","-0.184617852","-0.158795242"," 0.296160598"," 0.026356931","-0.173175031","-0.009063701"," 0.328865200"," 0.001163341","-0.148149676","-0.206844409"," 0.010446634","-0.228177725","-0.178700111","-0.148049268"
"Hexadecanoic acid, methyl ester","-0.35617967","-0.30665632","-0.17979919","-0.04090831","-0.37389053"," 0.21348087","-0.40864043","-0.30631574","-0.21193884","-0.09524730","-0.16344593","-0.35310024","-0.43243511","-0.18955637","-0.29000461","-0.45380102","-0.30592989","-0.36440828","-0.38012148","-0.26051848"," 0.27397760","-0.23340251"," 0.19988326"," 0.08294710"," 9.04942036","-0.36807141"," 0.07006974","-0.32582397","-0.45571927","-0.06140567","-0.09505623","-0.15358410","-0.14279162"," 0.08128453"," 0.02054978"," 0.42817056"," 0.02868579","-0.05336106","-0.10339527","-0.08601111","-0.07313702","-0.39651928","-0.39902712","-0.26147752"," 3.29741209","-0.39750600","-0.56757557","-0.48308259","-0.49778811","-0.47921294","-0.58631845","-0.44618906","-0.39098039","-0.38784035","-0.38014316","-0.42303715","-0.45399009","-0.45037861","-0.39077306","-0.31896506","-0.89196296","-0.33174211","-0.43940078","-0.16025803","-0.34293797","-0.22234438","-0.08547238"," 0.90104956"," 0.11978356"," 0.07980331"," 0.31255224","-0.06966875"," 0.41317567","-0.25894186","-0.18976037"," 1.93943622","-0.29769953","-0.22974773","-0.26733167"," 1.95055299","-0.64593003"," 0.89839984"," 0.02192164"," 0.08705797"," 0.23703711"," 0.02416751","-0.28862409","-0.03959789","-0.48632110","-0.47197752","-0.44541118","-0.41447732","-0.50688163","-0.40908657","-0.36670119","-0.07424067"," 0.23447564"," 2.60188053"," 0.58438473"," 0.18002848","-0.28185708"," 0.13078971"," 0.85179828"," 0.93073816","-0.40457659","-0.09914818"," 0.05227066","-0.20508580","-0.04808366","-0.27473003","-0.28448977"," 0.29682590"," 0.08694112","-0.30392764","-0.13643476"," 0.27104177","-0.07053681","-0.26032779","-0.35472587","-0.07362030","-0.31043594","-0.30432025","-0.26771462"
"Hexadecanoic acid, tetradecyl ester","-0.217030505","-0.234668426","-0.235050810","-0.230171803","-0.234952668","-0.229029094"," 0.202733266","-0.235048331","-0.218107461"," 0.372824505"," 0.203005099","-0.234482797","-0.235047441","-0.194226976"," 0.372775024"," 0.160745540","-0.233709171","-0.234467386","-0.226289191","-0.220756626","-0.235046670","-0.234225193","-0.235056050"," 0.077411139","10.331938786","-0.235041858","-0.228858567","-0.235040805","-0.235044944","-0.234486825"," 0.009188631","-0.216974207","-0.233093119","-0.235039765","-0.092839384"," 0.312160707"," 0.564915768","-0.232790718","-0.197142038"," 0.465251953","-0.235043355"," 0.238356375"," 0.215150304","-0.229877569","-0.187688743","-0.235047775","-0.208034982","-0.235055191","-0.235042035","-0.235052051","-0.235052837","-0.235050465","-0.228935330","-0.235048277","-0.235049185","-0.234941462","-0.235051440"," 0.318542184","-0.235050747","-0.235037071","-0.235054115","-0.235050444","-0.235054641","-0.229364130","-0.235054184","-0.187643901","-0.235036869"," 0.989785498","-0.235042520","-0.234921004","-0.235024453","-0.235046150"," 0.660211399","-0.235042339","-0.235048133"," 2.096783647"," 0.193900836","-0.078267136","-0.135649998","-0.235046516","-0.235046249","-0.235019662"," 0.630321219","-0.235025489","-0.235025005","-0.220468280","-0.235042332","-0.176233112","-0.235046174","-0.235033818","-0.197106901","-0.235054672","-0.235054579","-0.235049755","-0.235023448","-0.235041144","-0.235040452","-0.235052857","-0.234353830"," 0.887148005"," 0.321148501"," 0.798159316","-0.195833462"," 0.342955252","-0.231689050","-0.235036755","-0.040004023","-0.235038179","-0.235048759","-0.235043245","-0.235037523","-0.230586397","-0.232049526","-0.235037460","-0.230850953","-0.221314728"," 0.036855926","-0.235038431","-0.229037264","-0.177777770","-0.229984090"," 1.071022004","-0.235041635"
"Hexanedioic acid","-0.415960664","-0.210786343","-0.276558233","-0.363094683","-0.333412874","-0.080980883","-0.253937034","-0.147659025","-0.244076401","-0.310700582","-0.193918330","-0.143280584","-0.243456932"," 0.046893890"," 0.165558312","-0.411567530","-0.099116838","-0.137617611"," 0.073978252"," 0.586066139"," 0.115509199"," 0.117541408"," 1.286295778"," 0.740341580"," 6.959465383"," 0.127903992","-0.101383853","-0.075357369"," 0.024590466","-0.075014315","-0.230904388"," 0.145941329"," 0.104212092","-0.323165604","-0.324071392","-0.144326937","-0.023335630"," 0.629900270","-0.152592761","-0.015512905","-0.024329128","-0.350431529","-0.410927838","-0.283772241"," 3.931307550","-0.221094904","-0.508729459","-0.405067318","-0.140519081","-0.432057884","-0.456208634","-0.343619110","-0.223785037","-0.633936409","-0.699155530","-0.648486573","-0.583221178","-0.697448351","-0.635845394","-0.154252908","-0.133093971","-0.243535987","-0.369252776","-0.063983335","-0.046157759","-0.335406771","-0.577597706","-0.535356873","-0.349238297","-0.321979566","-0.500542443","-0.593557183","-0.525364606","-0.331726639","-0.139851856"," 0.665398069","-0.065185259","-0.231324818","-0.292661342","-0.155864528","-0.251470499"," 0.605717470"," 0.016051474"," 0.219599018"," 0.304495546"," 2.940033743"," 0.435663514"," 0.246868725","-0.478647152","-0.351161980","-0.460013910","-0.115212198","-0.320041732","-0.318894289","-0.421949908","-0.162694671","-0.105037874"," 5.693999895"," 0.130192056"," 0.006660395","-0.382996562","-0.128144056"," 0.874927201"," 0.938842212","-0.403706820","-0.274571330","-0.016732033","-0.121480130","-0.391140961","-0.370709114","-0.474270903"," 0.120015133","-0.408852716","-0.426565928","-0.315706666","-0.159638042","-0.356039912","-0.375820724","-0.365965519","-0.279721118","-0.350025637","-0.475371681","-0.195026106"
"Hexanoic acid"," 0.429922529"," 0.518781386"," 0.341809961","-0.301224935","-0.303900741","-0.307793705"," 0.176834077","-0.303811050","-0.302801073"," 0.586829672","-0.301507215","-0.305471619","-0.303036404","-0.304473707","-0.296394754","-0.302107285","-0.301239743","-0.295740827"," 0.015758856"," 0.057336033","-0.302365384","-0.095008947"," 0.061684652"," 0.303263395","-0.266367626"," 0.049526502"," 0.068927657"," 0.002329128","-0.075677478","-0.288637715","-0.294990265"," 0.042790098"," 0.038067562"," 0.162877781"," 0.180262804"," 0.591864659","-0.298929098","-0.296550405","-0.025649249","-0.294921201","-0.299480699","-0.302699099","-0.301588758","-0.301038139"," 2.558157945","-0.092034288","-0.190677261","-0.136863043","-0.035320731","-0.214304964","-0.055903017","-0.131172078","-0.137009942","-0.303763562","-0.304553454","-0.303745518","-0.306516250","-0.305092429","-0.305913232","-0.011201718","-0.025512089"," 0.001199497","-0.148016697"," 0.027887356","-0.099982882"," 0.100537537","-0.293837106","-0.281277906","-0.298754540","-0.291904501","-0.283034160","-0.301912810","-0.292857314"," 0.143805695"," 0.110803935"," 0.082519262","-0.178500624","-0.152644510","-0.144783316","-0.152234955","-0.108541636","-0.278865096","-0.293332504","-0.283935453","-0.283514643","-0.300197361","-0.298590507","-0.300125300","-0.078291614"," 0.015585222","-0.177453511","-0.159133741","-0.195336359","-0.172350303","-0.144297392","-0.297557564","-0.296955069","-0.307748687","-0.304024966","10.372308946","-0.304823980","-0.293575599","-0.296283866","-0.306785962","-0.299009062"," 0.049109493","-0.100006109"," 0.142308062"," 0.073301728","-0.299385417"," 0.023426464"," 0.418394020"," 0.169544020"," 0.061963147","-0.291905974"," 0.712018261"," 0.289347383"," 0.192110194","-0.042565275"," 0.334720866","-0.029880309"," 0.122448239"," 0.066841257"
"Hexonic acid, 3-deoxy-, gamma-lactone","-1.011171422","-0.251206026"," 0.271041918","-1.169583956","-0.117323711","-0.008791167"," 0.265031523","-0.202153458","-0.702360295"," 0.563457155"," 0.590838139"," 0.582936479"," 0.036529330"," 0.292591217","-1.113016202"," 0.427355231","-0.936481524","-0.101129795","-0.539279107","-0.039981740","-1.121352506","-1.175453523"," 0.780866704","-1.168556821","-0.112860496","-0.530663920"," 0.257088072","-1.131765220","-0.590467403"," 0.868352508","-0.110391348","-0.765809776"," 1.179131628"," 1.063821322","-0.117158202","-0.764667340"," 1.160395775"," 1.528959504","-0.813125720"," 0.400999488"," 0.483657125","-0.945034224","-0.060584737"," 0.321092399","-1.060020654"," 0.673527990"," 0.323015389","-1.173473052"," 0.657055947"," 0.451029695","-1.172542159"," 0.985434654"," 0.282694558","-0.297600622","-0.468744662","-1.170729875","-0.806943259","-1.171342214"," 0.777060832"," 0.507048534","-1.173047551"," 0.704477703"," 0.458332056"," 0.526893106"," 0.847294388"," 0.928443628","-1.020144816","-0.787686782","-0.162562760","-1.120392099"," 1.276587892"," 0.109032475"," 5.980380569","-1.168389255","-1.170681367"," 1.059206660","-1.173960186","-1.174189362","-1.171969278","-1.170041491","-0.944873262","-0.429195602","-0.228269604"," 2.299741587","-0.108544885"," 0.777092023"," 0.041828260"," 0.083121164","-1.169906368","-1.165018725","-1.165892704","-1.173267850","-1.173230989","-1.171322875","-1.160916395"," 0.093961393"," 0.004869490","-0.658615522"," 0.797596278"," 0.459961892"," 1.538914697"," 0.637488526"," 1.333205203"," 1.132517496"," 0.834791356"," 0.245059439"," 0.931603208"," 0.319428186","-0.026007882","-0.609602944"," 0.925472681"," 0.956083827","-0.680254682","-0.436811660"," 1.278544583","-0.367311420"," 0.680761320","-0.023212159"," 0.728676507"," 1.177387992"," 1.075694204"," 0.357561024"," 0.574062686"
"Hydantoin, 5-hydroxy"," 1.03162775","-0.42462882","-0.42796757","-0.42218580","-0.42544762","-0.43019318","-0.42500722"," 1.46363632","-0.42410712","-0.42263609","-0.42252990","-0.42736254"," 0.87254173","-0.42614607","-0.41629777"," 1.12190834"," 1.42423357","-0.41550063"," 2.35219018","-0.41773638","-0.42357601","-0.43792415"," 3.85411883","-0.41943169","-0.37969448","-0.41847249","-0.42238960","-0.41735551","-0.42174523","-0.40684188","-0.41458569","-0.41988906","-0.42401676","-0.41625213"," 2.50419577","-0.42913139"," 3.23922648","-0.41648751","-0.41458638"," 1.93340511","-0.42005956","-0.42398281","-0.42262930","-0.42195809","-0.42915141"," 0.15255575","-0.04461420"," 0.28865893"," 0.72274883"," 0.02795432"," 0.70831128","-0.07234985","-0.14896497"," 4.95991395","-0.42624329","-0.42525841","-0.42863595"," 5.15222007","-0.42790087","-0.26548254","-0.23491217","-0.29290596","-0.10921075","-0.10921075","-0.14007104","-0.21164854","-0.41317998","-0.39787022","-0.41917437","-0.41082412","-0.40001111","-0.42302432","-0.41198561","-0.41898239","-0.18101020","-0.33477168","-0.16017495","-0.35056186","-0.11360700","-0.16530110","-0.12431235","-0.39492899","-0.41256487","-0.40110979","-0.40059682","-0.42093318","-0.41897441","-0.42084533"," 0.07770335","-0.28588884","-0.06573491","-0.08855245","-0.27336461","-0.26361529","-0.09543574","-0.41771525","-0.41698080","-0.43013830","-0.42559906","-0.41886221","-0.42657306","-0.41286120","-0.41616260","-0.42896473","-0.41948463","-0.41305915","-0.41570042","-0.41456955","-0.42579211","-0.41994341","-0.41387454","-0.42224664","-0.41011911","-0.41380731","-0.41082592","-0.40380097"," 0.98268119","-0.41483766"," 1.29221501","-0.41760576","-0.41850687"," 0.59944030"," 1.99919781"
